"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"train\healthy\00081_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.36_AM.jpg","train","healthy",".jpg","6787","True","224","224","Format24bppRgb","154,12","72,32"
"train\healthy\00082_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.49_AM.jpg","train","healthy",".jpg","8032","True","224","224","Format24bppRgb","116,26","57,53"
"train\healthy\00083_rotated_by_15_Screen_Shot_2018-06-13_at_12.01.58_AM.jpg","train","healthy",".jpg","6003","True","224","224","Format24bppRgb","159,7","73,91"
"train\healthy\00084_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.05_AM.jpg","train","healthy",".jpg","8719","True","224","224","Format24bppRgb","153,95","67,48"
"train\healthy\00085_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.11_AM.jpg","train","healthy",".jpg","7227","True","224","224","Format24bppRgb","143,91","71,27"
"train\healthy\00086_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.20_AM.jpg","train","healthy",".jpg","7836","True","224","224","Format24bppRgb","154,28","67,15"
"train\healthy\00087_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.33_AM.jpg","train","healthy",".jpg","7157","True","224","224","Format24bppRgb","139,24","65,62"
"train\healthy\00088_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.41_AM.jpg","train","healthy",".jpg","6846","True","224","224","Format24bppRgb","156,22","73,7"
"train\healthy\00089_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.45_AM.jpg","train","healthy",".jpg","6471","True","224","224","Format24bppRgb","151,61","63,14"
"train\healthy\00090_rotated_by_15_Screen_Shot_2018-06-13_at_12.02.53_AM.jpg","train","healthy",".jpg","8775","True","224","224","Format24bppRgb","157,27","65,68"
"train\healthy\00091_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.01_AM.jpg","train","healthy",".jpg","8247","True","224","224","Format24bppRgb","163,86","72,93"
"train\healthy\00092_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.17_AM.jpg","train","healthy",".jpg","6506","True","224","224","Format24bppRgb","168,56","71,88"
"train\healthy\00093_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.21_AM.jpg","train","healthy",".jpg","7838","True","224","224","Format24bppRgb","153,01","74,27"
"train\healthy\00094_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.27_AM.jpg","train","healthy",".jpg","7248","True","224","224","Format24bppRgb","149,22","78,93"
"train\healthy\00095_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.34_AM.jpg","train","healthy",".jpg","6060","True","224","224","Format24bppRgb","155,51","75,6"
"train\healthy\00096_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.44_AM.jpg","train","healthy",".jpg","6182","True","224","224","Format24bppRgb","153,01","68,06"
"train\healthy\00097_rotated_by_15_Screen_Shot_2018-06-13_at_12.03.55_AM.jpg","train","healthy",".jpg","8267","True","224","224","Format24bppRgb","151,32","66"
"train\healthy\00098_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.01_AM.jpg","train","healthy",".jpg","7909","True","224","224","Format24bppRgb","163,19","71,15"
"train\healthy\00099_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.12_AM.jpg","train","healthy",".jpg","7993","True","224","224","Format24bppRgb","151,11","69,73"
"train\healthy\00100_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.26_AM.jpg","train","healthy",".jpg","9010","True","224","224","Format24bppRgb","160,25","68,1"
"train\healthy\00101_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.34_AM.jpg","train","healthy",".jpg","6149","True","224","224","Format24bppRgb","151,94","68,43"
"train\healthy\00102_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.39_AM.jpg","train","healthy",".jpg","6333","True","224","224","Format24bppRgb","152,26","68,38"
"train\healthy\00103_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.46_AM.jpg","train","healthy",".jpg","7757","True","224","224","Format24bppRgb","163,38","65,89"
"train\healthy\00104_rotated_by_15_Screen_Shot_2018-06-13_at_12.04.51_AM.jpg","train","healthy",".jpg","7972","True","224","224","Format24bppRgb","154,65","66,96"
"train\healthy\00105_rotated_by_15_Screen_Shot_2018-06-13_at_12.05.13_AM.jpg","train","healthy",".jpg","7848","True","224","224","Format24bppRgb","157,49","76,02"
"train\healthy\00106_rotated_by_15_Screen_Shot_2018-06-13_at_12.05.19_AM.jpg","train","healthy",".jpg","7142","True","224","224","Format24bppRgb","167,99","73,93"
"train\healthy\00107_rotated_by_15_Screen_Shot_2018-06-13_at_12.05.27_AM.jpg","train","healthy",".jpg","7457","True","224","224","Format24bppRgb","142,69","69,21"
"train\healthy\00108_rotated_by_15_Screen_Shot_2018-06-13_at_12.05.33_AM.jpg","train","healthy",".jpg","7288","True","224","224","Format24bppRgb","148,49","70,03"
"train\healthy\00109_rotated_by_15_Screen_Shot_2018-06-13_at_12.05.46_AM.jpg","train","healthy",".jpg","6888","True","224","224","Format24bppRgb","146,24","65,98"
"train\healthy\00110_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.01_AM.jpg","train","healthy",".jpg","6924","True","224","224","Format24bppRgb","137,27","60,57"
"train\healthy\00111_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.10_AM.jpg","train","healthy",".jpg","8024","True","224","224","Format24bppRgb","140,14","73"
"train\healthy\00112_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.15_AM.jpg","train","healthy",".jpg","6974","True","224","224","Format24bppRgb","147,34","72,15"
"train\healthy\00113_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.28_AM.jpg","train","healthy",".jpg","8527","True","224","224","Format24bppRgb","165,79","78,55"
"train\healthy\00114_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.36_AM.jpg","train","healthy",".jpg","7822","True","224","224","Format24bppRgb","153,35","76,65"
"train\healthy\00115_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.43_AM.jpg","train","healthy",".jpg","6064","True","224","224","Format24bppRgb","159,45","73,46"
"train\healthy\00116_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.52_AM.jpg","train","healthy",".jpg","7109","True","224","224","Format24bppRgb","140,98","77,06"
"train\healthy\00117_rotated_by_15_Screen_Shot_2018-06-13_at_12.06.59_AM.jpg","train","healthy",".jpg","7092","True","224","224","Format24bppRgb","158,27","70,87"
"train\healthy\00118_rotated_by_15_Screen_Shot_2018-06-13_at_12.07.05_AM.jpg","train","healthy",".jpg","6403","True","224","224","Format24bppRgb","174,49","77,38"
"train\healthy\00119_rotated_by_15_Screen_Shot_2018-06-13_at_12.07.10_AM.jpg","train","healthy",".jpg","7641","True","224","224","Format24bppRgb","163,79","76,06"
"train\healthy\00120_rotated_by_15_Screen_Shot_2018-06-13_at_12.07.17_AM.jpg","train","healthy",".jpg","8333","True","224","224","Format24bppRgb","154,13","78,75"
"train\healthy\00121_rotated_by_15_Screen_Shot_2018-06-13_at_12.07.32_AM.jpg","train","healthy",".jpg","8281","True","224","224","Format24bppRgb","148,43","77,55"
"train\healthy\00122_rotated_by_15_Screen_Shot_2018-06-13_at_12.07.39_AM.jpg","train","healthy",".jpg","9041","True","224","224","Format24bppRgb","162,68","75,55"
"train\healthy\00123_rotated_by_15_Screen_Shot_2018-06-13_at_12.07.46_AM.jpg","train","healthy",".jpg","8243","True","224","224","Format24bppRgb","148,02","69,84"
"train\healthy\00124_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.02_AM.jpg","train","healthy",".jpg","7555","True","224","224","Format24bppRgb","164,53","74,9"
"train\healthy\00125_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.09_AM.jpg","train","healthy",".jpg","7593","True","224","224","Format24bppRgb","149,36","68,18"
"train\healthy\00126_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.17_AM.jpg","train","healthy",".jpg","7029","True","224","224","Format24bppRgb","170,4","73,89"
"train\healthy\00127_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.29_AM.jpg","train","healthy",".jpg","8062","True","224","224","Format24bppRgb","157,12","77,34"
"train\healthy\00128_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.32_AM.jpg","train","healthy",".jpg","6847","True","224","224","Format24bppRgb","140,7","71,99"
"train\healthy\00129_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.41_AM.jpg","train","healthy",".jpg","7543","True","224","224","Format24bppRgb","160,62","82,38"
"train\healthy\00130_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.48_AM.jpg","train","healthy",".jpg","7546","True","224","224","Format24bppRgb","143,83","75,42"
"train\healthy\00131_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.54_AM.jpg","train","healthy",".jpg","6555","True","224","224","Format24bppRgb","173,65","75,6"
"train\healthy\00132_rotated_by_15_Screen_Shot_2018-06-13_at_12.08.58_AM.jpg","train","healthy",".jpg","8375","True","224","224","Format24bppRgb","139,48","71,33"
"train\healthy\00133_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.05_AM.jpg","train","healthy",".jpg","7282","True","224","224","Format24bppRgb","144,01","64,51"
"train\healthy\00134_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.14_AM.jpg","train","healthy",".jpg","8218","True","224","224","Format24bppRgb","111,28","54,12"
"train\healthy\00135_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.25_AM.jpg","train","healthy",".jpg","7101","True","224","224","Format24bppRgb","130,65","54,7"
"train\healthy\00136_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.32_AM.jpg","train","healthy",".jpg","7318","True","224","224","Format24bppRgb","161,38","73,94"
"train\healthy\00137_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.37_AM.jpg","train","healthy",".jpg","6674","True","224","224","Format24bppRgb","162,49","73,34"
"train\healthy\00138_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.43_AM.jpg","train","healthy",".jpg","7279","True","224","224","Format24bppRgb","179,3","74,69"
"train\healthy\00139_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.49_AM.jpg","train","healthy",".jpg","6437","True","224","224","Format24bppRgb","174,91","76,49"
"train\healthy\00140_rotated_by_15_Screen_Shot_2018-06-13_at_12.09.54_AM.jpg","train","healthy",".jpg","6933","True","224","224","Format24bppRgb","149,28","63,31"
"train\healthy\00141_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.04_AM.jpg","train","healthy",".jpg","7087","True","224","224","Format24bppRgb","146","55,07"
"train\healthy\00142_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.10_AM.jpg","train","healthy",".jpg","7680","True","224","224","Format24bppRgb","151,73","78,2"
"train\healthy\00143_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.16_AM.jpg","train","healthy",".jpg","7968","True","224","224","Format24bppRgb","149,33","74,38"
"train\healthy\00144_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.21_AM.jpg","train","healthy",".jpg","7216","True","224","224","Format24bppRgb","145,47","77,87"
"train\healthy\00145_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.27_AM.jpg","train","healthy",".jpg","7853","True","224","224","Format24bppRgb","146,89","65,38"
"train\healthy\00146_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.38_AM.jpg","train","healthy",".jpg","6061","True","224","224","Format24bppRgb","171,34","76,76"
"train\healthy\00147_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.45_AM.jpg","train","healthy",".jpg","6143","True","224","224","Format24bppRgb","168,92","77,99"
"train\healthy\00148_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.53_AM.jpg","train","healthy",".jpg","6066","True","224","224","Format24bppRgb","152,67","80,09"
"train\healthy\00149_rotated_by_15_Screen_Shot_2018-06-13_at_12.10.57_AM.jpg","train","healthy",".jpg","5990","True","224","224","Format24bppRgb","175,2","80,21"
"train\healthy\00150_rotated_by_15_Screen_Shot_2018-06-13_at_12.11.02_AM.jpg","train","healthy",".jpg","5606","True","224","224","Format24bppRgb","181,42","79,08"
"train\healthy\00151_rotated_by_15_Screen_Shot_2018-06-13_at_12.11.10_AM.jpg","train","healthy",".jpg","6552","True","224","224","Format24bppRgb","154,16","68,33"
"train\healthy\00152_rotated_by_15_Screen_Shot_2018-06-13_at_12.11.17_AM.jpg","train","healthy",".jpg","6771","True","224","224","Format24bppRgb","164,59","68,91"
"train\healthy\00153_rotated_by_15_Screen_Shot_2018-06-13_at_12.11.28_AM.jpg","train","healthy",".jpg","6515","True","224","224","Format24bppRgb","157,7","67,65"
"train\healthy\00154_rotated_by_15_Screen_Shot_2018-06-13_at_12.11.45_AM.jpg","train","healthy",".jpg","7359","True","224","224","Format24bppRgb","156,76","69,79"
"train\healthy\00155_rotated_by_15_Screen_Shot_2018-06-13_at_12.11.57_AM.jpg","train","healthy",".jpg","6638","True","224","224","Format24bppRgb","153,95","78,18"
"train\healthy\00156_rotated_by_15_Screen_Shot_2018-06-13_at_12.12.04_AM.jpg","train","healthy",".jpg","6992","True","224","224","Format24bppRgb","157,23","77,96"
"train\healthy\00157_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.19_AM.jpg","train","healthy",".jpg","6925","True","224","224","Format24bppRgb","160,35","77,08"
"train\healthy\00158_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.24_AM.jpg","train","healthy",".jpg","7248","True","224","224","Format24bppRgb","150,46","64,67"
"train\healthy\00159_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.29_AM.jpg","train","healthy",".jpg","8463","True","224","224","Format24bppRgb","162,88","68,91"
"train\healthy\00160_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.35_AM.jpg","train","healthy",".jpg","7569","True","224","224","Format24bppRgb","164,62","69,24"
"train\healthy\00161_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.44_AM.jpg","train","healthy",".jpg","8263","True","224","224","Format24bppRgb","153,69","69,58"
"train\healthy\00162_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.51_AM.jpg","train","healthy",".jpg","7423","True","224","224","Format24bppRgb","154,58","72,94"
"train\healthy\00163_rotated_by_15_Screen_Shot_2018-06-13_at_12.13.58_AM.jpg","train","healthy",".jpg","6329","True","224","224","Format24bppRgb","161,06","73,46"
"train\healthy\00164_rotated_by_15_Screen_Shot_2018-06-13_at_12.14.03_AM.jpg","train","healthy",".jpg","6992","True","224","224","Format24bppRgb","155,87","66,53"
"train\healthy\00165_rotated_by_15_Screen_Shot_2018-06-13_at_12.14.09_AM.jpg","train","healthy",".jpg","5657","True","224","224","Format24bppRgb","132,53","51,72"
"train\healthy\00166_rotated_by_15_Screen_Shot_2018-06-13_at_12.14.18_AM.jpg","train","healthy",".jpg","5174","True","224","224","Format24bppRgb","139,16","60"
"train\healthy\00167_rotated_by_15_Screen_Shot_2018-06-13_at_12.14.32_AM.jpg","train","healthy",".jpg","6281","True","224","224","Format24bppRgb","128,66","57,16"
"train\healthy\00168_rotated_by_15_Screen_Shot_2018-06-13_at_12.14.43_AM.jpg","train","healthy",".jpg","6010","True","224","224","Format24bppRgb","134,62","56,4"
"train\healthy\00169_rotated_by_15_Screen_Shot_2018-06-13_at_12.14.53_AM.jpg","train","healthy",".jpg","5785","True","224","224","Format24bppRgb","131,52","58,34"
"train\healthy\00170_rotated_by_15_Screen_Shot_2018-06-13_at_12.15.01_AM.jpg","train","healthy",".jpg","10041","True","224","224","Format24bppRgb","119,33","57,51"
"train\healthy\00171_rotated_by_15_Screen_Shot_2018-06-13_at_12.15.08_AM.jpg","train","healthy",".jpg","7715","True","224","224","Format24bppRgb","167,28","74,48"
"train\healthy\00172_rotated_by_15_Screen_Shot_2018-06-13_at_12.15.13_AM.jpg","train","healthy",".jpg","8236","True","224","224","Format24bppRgb","153,41","69,38"
"train\healthy\00173_rotated_by_15_Screen_Shot_2018-06-13_at_12.15.21_AM.jpg","train","healthy",".jpg","6969","True","224","224","Format24bppRgb","169,11","76,11"
"train\healthy\00174_rotated_by_15_Screen_Shot_2018-06-13_at_12.15.27_AM.jpg","train","healthy",".jpg","5734","True","224","224","Format24bppRgb","166,25","68,26"
"train\healthy\00175_rotated_by_15_Screen_Shot_2018-06-13_at_12.15.39_AM.jpg","train","healthy",".jpg","6931","True","224","224","Format24bppRgb","154","62,43"
"train\healthy\00176_rotated_by_15_Screen_Shot_2018-06-13_at_12.16.08_AM.jpg","train","healthy",".jpg","6362","True","224","224","Format24bppRgb","152,76","65,36"
"train\healthy\00178_rotated_by_15_Screen_Shot_2018-06-13_at_12.16.16_AM.jpg","train","healthy",".jpg","7767","True","224","224","Format24bppRgb","143,68","57,06"
"train\healthy\00179_rotated_by_15_Screen_Shot_2018-06-13_at_12.16.22_AM.jpg","train","healthy",".jpg","5464","True","224","224","Format24bppRgb","162,67","73,82"
"train\healthy\00180_rotated_by_15_Screen_Shot_2018-06-13_at_12.16.33_AM.jpg","train","healthy",".jpg","7710","True","224","224","Format24bppRgb","131,27","61,24"
"train\healthy\00181_rotated_by_15_Screen_Shot_2018-06-13_at_12.16.45_AM.jpg","train","healthy",".jpg","6610","True","224","224","Format24bppRgb","164,6","81,69"
